"JBCXM__Account__c","JBCXM__Stage__c","JBCXM__Status__c","JBCXM__Comments__c"
"0019000000oGEiLAAW","stage4","ActiveCustomer","ANGLO CORP S.A. DE C.V. - stage4 - ActiveCustomer"
"0019000000oGERxAAO","stage5","InactiveCustomer","ANGULO MEZA FRANCISCO ADRIAN - stage5 - InactiveCustomer"
"0019000000oGEd0AAG","stage6","ActiveCustomer","AP DE MEXICO SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEWhAAO","stage1","InactiveCustomer","APLICACIONES INDUSTRIALES Y - stage1 - InactiveCustomer"
"0019000000oGEbUAAW","stage2","ActiveCustomer","ARAUJO MEDINA GERARDO - stage2 - ActiveCustomer"
"0019000000oGEG4AAO","stage3","InactiveCustomer","ARCO ENTERPRISES SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEMRAA4","stage4","ActiveCustomer","ARGO ALMACENADORA SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEPuAAO","stage5","InactiveCustomer","ARRENDADORA CAPITA CORPORATION - stage5 - InactiveCustomer"
"0019000000oGENGAA4","stage6","ActiveCustomer","ARTE Y PUBLICIDAD DE CULIACAN SA DE - stage6 - ActiveCustomer"
"0019000000oGEVLAA4","stage1","InactiveCustomer","ARTICULOS ELECTRICOS INDUSTRIALES - stage1 - InactiveCustomer"
"0019000000oGEd1AAG","stage2","ActiveCustomer","ARTICULOS Y MOTORES ELECTRICOS - stage2 - ActiveCustomer"
"0019000000oGEUNAA4","stage3","InactiveCustomer","ARTICULOS Y SERVICIOS EMPRESARIALES - stage3 - InactiveCustomer"
"0019000000oGEG5AAO","stage4","ActiveCustomer","ASHLAND CHEMICAL DE MEXICO SA DE - stage4 - ActiveCustomer"
"0019000000oGEOmAAO","stage5","InactiveCustomer","ASIAMI SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEcCAAW","stage6","ActiveCustomer","ASISTENCIA JURIDICA ESPECIALIZADA S - stage6 - ActiveCustomer"
"0019000000oGEacAAG","stage1","InactiveCustomer","ASOC. LOC. CENTRAL ABAST. VER. - stage1 - InactiveCustomer"
"0019000000oGEesAAG","stage2","ActiveCustomer","ASOCIACION ALE AC - stage2 - ActiveCustomer"
"0019000000oGEd2AAG","stage3","InactiveCustomer","ASOCIACION DE AVICULTORESDE CORDOBA - stage3 - InactiveCustomer"
"0019000000oGEW8AAO","stage4","ActiveCustomer","ASOCIACION DE CONDOMINOS DE LA CENT - stage4 - ActiveCustomer"
"0019000000oGEbVAAW","stage5","InactiveCustomer","ASOCIACION DE EMPRESAS DEL PARQUE - stage5 - InactiveCustomer"
"0019000000oGEMlAAO","stage6","ActiveCustomer","ASOCIACION DE TENIS PARA PERSONAS C - stage6 - ActiveCustomer"
"0019000000oGERhAAO","stage1","InactiveCustomer","ASOCIACION MEXICANA DE COMUNICADORE - stage1 - InactiveCustomer"
"0019000000oGEd3AAG","stage2","ActiveCustomer","ASOCIACION NACIONAL PRO SUPERACION - stage2 - ActiveCustomer"
"0019000000oGEQuAAO","stage3","InactiveCustomer","AST SERVICIO EN CALDERAS SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEXzAAO","stage4","ActiveCustomer","ATD HERRAMIENTAS Y EQUIPOS - stage4 - ActiveCustomer"
"0019000000oGEd4AAG","stage5","InactiveCustomer","AVILA PEREZ SANDRA ALINE - stage5 - InactiveCustomer"
"0019000000oGEbWAAW","stage6","ActiveCustomer","AVIOS NEUMATICOS SA DE CV - stage6 - ActiveCustomer"
"0019000000oGESUAA4","stage1","InactiveCustomer","AVNET PARTNER SOLUTIONS S DE RL DE CV - stage1 - InactiveCustomer"
"0019000000oGEUqAAO","stage2","ActiveCustomer","BABILON LANGUAGE COACHING SC - stage2 - ActiveCustomer"
"0019000000oGEd5AAG","stage3","InactiveCustomer","BACOT COMERCIALIZADORA S DE RL DE C - stage3 - InactiveCustomer"
"0019000000oGEfPAAW","stage4","ActiveCustomer","BALD MOUNTAIN DE MEXICO S DE RL DE - stage4 - ActiveCustomer"
"0019000000oGEd6AAG","stage5","InactiveCustomer","BALDERAS CARRILLO LORENA - stage5 - InactiveCustomer"
"0019000000oGEetAAG","stage6","ActiveCustomer","BALEROMEX S.A. DE. C.V. - stage6 - ActiveCustomer"
"0019000000oGEgZAAW","stage1","InactiveCustomer","BALEROS BANDAS Y TORNILLOS SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEVMAA4","stage2","ActiveCustomer","BASCULAS ESHER SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEbXAAW","stage3","InactiveCustomer","BASCULAS SANTIAGO SA DE CV - stage3 - InactiveCustomer"
"0019000000oGETtAAO","stage4","ActiveCustomer","BATUC EXPRESS SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEYqAAO","stage5","InactiveCustomer","BEBIDAS CRISTAL S.A. DE C.V. - stage5 - InactiveCustomer"
"0019000000oGEYrAAO","stage6","ActiveCustomer","BENAVIDES GONZALEZ MIGUEL ANGEL - stage6 - ActiveCustomer"
"0019000000oGEG7AAO","stage1","InactiveCustomer","BERNARDO MANUEL MIER Y TERAN GUTIER - stage1 - InactiveCustomer"
"0019000000oGEjXAAW","stage2","ActiveCustomer","BICIMOTOS S.A. - stage2 - ActiveCustomer"
"0019000000oGEjYAAW","stage3","InactiveCustomer","BIENES Y RAICES FARUS SA DE - stage3 - InactiveCustomer"
"0019000000oGEicAAG","stage4","ActiveCustomer","BIG PRODUCTS DE MEXICO SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEVNAA4","stage5","InactiveCustomer","BIMSA REPORTS S.A DE C.V. - stage5 - InactiveCustomer"
"0019000000oGEWiAAO","stage6","ActiveCustomer","BLUE BOX SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEauAAG","stage1","InactiveCustomer","BOBINAS Y MANTENIMIENTO ELECTRICO D - stage1 - InactiveCustomer"
"0019000000oGEd7AAG","stage2","ActiveCustomer","BODEGA TECNICA SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEidAAG","stage3","InactiveCustomer","BOLSA MEXICANA DE VALORES SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEFhAAO","stage4","ActiveCustomer","BOLSAS PLASTICAS DE QUERETARO - stage4 - ActiveCustomer"
"0019000000oGEUYAA4","stage5","InactiveCustomer","BOTTLEPRINTS S.A. DE C.V. - stage5 - InactiveCustomer"
"0019000000oGEiMAAW","stage6","ActiveCustomer","BRICENO PINZON RAFAEL DOMINGO - stage6 - ActiveCustomer"
"0019000000oGELfAAO","stage1","InactiveCustomer","BRONDO MENCHACA CLAUDIA - stage1 - InactiveCustomer"
"0019000000oGEPvAAO","stage2","ActiveCustomer","BSM GLOBAL SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEVvAAO","stage3","InactiveCustomer","BUFETE DE REFRIGERACION INDUSTRIAL - stage3 - InactiveCustomer"
"0019000000oGEgaAAG","stage4","ActiveCustomer","BUSTOS MELCHOR ROBERTA - stage4 - ActiveCustomer"
"0019000000oGEgbAAG","stage5","InactiveCustomer","CADISA SA DECV - stage5 - InactiveCustomer"
"0019000000oGEPcAAO","stage6","ActiveCustomer","CAFETERA EL GRANDE SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEGPAA4","stage1","InactiveCustomer","CAJAS MONTERREY SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEd8AAG","stage2","ActiveCustomer","CAL Y MAYOR GUTIERREZ EFREN - stage2 - ActiveCustomer"
"0019000000oGEWjAAO","stage3","InactiveCustomer","CALDERON  CARDENAS EDUARDO - stage3 - InactiveCustomer"
"0019000000oGEd9AAG","stage4","ActiveCustomer","CAMACHO CENTENO MERINO - stage4 - ActiveCustomer"
"0019000000oGEgcAAG","stage5","InactiveCustomer","CAMACHO PEREZ LETICIA - stage5 - InactiveCustomer"
"0019000000oGEbYAAW","stage6","ActiveCustomer","CAMARA ARABE MEXICANA DE INDUSTRIA - stage6 - ActiveCustomer"
"0019000000oGEVbAAO","stage1","InactiveCustomer","CAMARA NACIONAL DE COMERCIO SERVICI - stage1 - InactiveCustomer"
"0019000000oGEGQAA4","stage2","ActiveCustomer","CAMPOS BARAHONA JULIO CESAR - stage2 - ActiveCustomer"
"0019000000oGEWkAAO","stage3","InactiveCustomer","CAMPOS LOZADA MONICA - stage3 - InactiveCustomer"
"0019000000oGENHAA4","stage4","ActiveCustomer","CANTO REJON ERIKA - stage4 - ActiveCustomer"
"0019000000oGEjBAAW","stage5","InactiveCustomer","CARDENAS ALILMENTOS SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEbBAAW","stage6","ActiveCustomer","CARDENAS GARZA PEDRO JAVIER - stage6 - ActiveCustomer"
"0019000000oGEPMAA4","stage1","InactiveCustomer","CARNOTEX SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEgdAAG","stage2","ActiveCustomer","CARRERA LOPEZ MERCEDES - stage2 - ActiveCustomer"
"0019000000oGEWlAAO","stage3","InactiveCustomer","CARRILLO BELTRAN JUAN MANUEL - stage3 - InactiveCustomer"
"0019000000oGEdAAAW","stage4","ActiveCustomer","CARRIS DE MEXICO SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEgeAAG","stage5","InactiveCustomer","CASEROS S DE RL MICROINDUSTRIAL - stage5 - InactiveCustomer"
"0019000000oGEVcAAO","stage6","ActiveCustomer","CASTILLO CORTEZ EDUARDO - stage6 - ActiveCustomer"
"0019000000oGEdBAAW","stage1","InactiveCustomer","CASTILLO ORTIZ MARIO ALBERTO - stage1 - InactiveCustomer"
"0019000000oGEgfAAG","stage2","ActiveCustomer","CASTRO CASTRO HECTOR - stage2 - ActiveCustomer"
"0019000000oGEQgAAO","stage3","InactiveCustomer","CASTRO SALDIVAR NYDIA - stage3 - InactiveCustomer"
"0019000000oGETuAAO","stage4","ActiveCustomer","CDS ESTRATEGIA SC - stage4 - ActiveCustomer"
"0019000000oGERyAAO","stage5","InactiveCustomer","CENTRAL DIESEL ELECTRICO SA - stage5 - InactiveCustomer"
"0019000000oGEYsAAO","stage6","ActiveCustomer","CENTRAL FLETERA QUERETANA SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEXhAAO","stage1","InactiveCustomer","CENTRO BICICLETERO DE CELAYA - stage1 - InactiveCustomer"
"0019000000oGEggAAG","stage2","ActiveCustomer","CENTRO EMPRESARIAL DE CELAYA SP - stage2 - ActiveCustomer"
"0019000000oGEP4AAO","stage3","InactiveCustomer","CERDA ORTIZ ALMA ROSA - stage3 - InactiveCustomer"
"0019000000oGEOnAAO","stage4","ActiveCustomer","CHARLOTTE CHEMICAL INTERNACIONAL SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEadAAG","stage5","InactiveCustomer","CHAVARRIA FERNANDEZ JORGE ARTURO - stage5 - InactiveCustomer"
"0019000000oGEdCAAW","stage6","ActiveCustomer","CHAVEZ LOPEZ LUIS - stage6 - ActiveCustomer"
"0019000000oGEYtAAO","stage1","InactiveCustomer","CHEP MEXICO S.A. DE C.V. - stage1 - InactiveCustomer"
"0019000000oGEbZAAW","stage2","ActiveCustomer","CHESTERTON MEXICANA S.A. DE C.V. - stage2 - ActiveCustomer"
"0019000000oGEPwAAO","stage3","InactiveCustomer","CIA. TIPOGRAFICA YUCATECA S.A. DE - stage3 - InactiveCustomer"
"0019000000oGERSAA4","stage4","ActiveCustomer","CISCOMANI FREANER LEONARDO - stage4 - ActiveCustomer"
"0019000000oGEavAAG","stage5","InactiveCustomer","CITITOUR SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEdDAAW","stage6","ActiveCustomer","CLARDAG ESTRATEGIAS DE EXITO - stage6 - ActiveCustomer"
"0019000000oGEdEAAW","stage1","InactiveCustomer","CLEAN DEL PACIFICO SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEieAAG","stage2","ActiveCustomer","CLISTECOM SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEYuAAO","stage3","InactiveCustomer","CLUB DE GOLF DE CD. OBREGON A C. - stage3 - InactiveCustomer"
"0019000000oGEMDAA4","stage4","ActiveCustomer","CLUB DE GOLF DE YUCATAN A.C. - stage4 - ActiveCustomer"
"0019000000oGEREAA4","stage5","InactiveCustomer","CM ELECTRICA COMERCIAL SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEaeAAG","stage6","ActiveCustomer","COMBOCLEAN SA DE CV - stage6 - ActiveCustomer"
"0019000000oGESVAA4","stage1","InactiveCustomer","COMERCIAL AVICOLA Y SERVICIOS BAJA - stage1 - InactiveCustomer"
"0019000000oGEcDAAW","stage2","ActiveCustomer","COMERCIAL ELASTOMERICA SA DE CV - stage2 - ActiveCustomer"
"0019000000oGENTAA4","stage3","InactiveCustomer","COMERCIAL VICSOL SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEOFAA4","stage4","ActiveCustomer","COMERCIALIZADORA DE CONSUMIBLES DEL - stage4 - ActiveCustomer"
"0019000000oGEdFAAW","stage5","InactiveCustomer","COMERCIALIZADORA DE EQUIPO INDUSTRI - stage5 - InactiveCustomer"
"0019000000oGESWAA4","stage6","ActiveCustomer","COMERCIALIZADORA DE SELLOS Y PISOS - stage6 - ActiveCustomer"
"0019000000oGEPxAAO","stage1","InactiveCustomer","COMERCIALIZADORA INT DE BOMBAS Y EQUIPOS SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEbaAAG","stage2","ActiveCustomer","COMERCIALIZADORA REMM SA DE CV - stage2 - ActiveCustomer"
"0019000000oGETPAA4","stage3","InactiveCustomer","COMERCIALIZADORA SANITARIA SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEQRAA4","stage4","ActiveCustomer","COMERCIALIZADORA UNION SA DE CV - stage4 - ActiveCustomer"
"0019000000oGET1AAO","stage5","InactiveCustomer","COMERCIALIZADORA VERACRUZANA SILCEG - stage5 - InactiveCustomer"
"0019000000oGEV7AAO","stage6","ActiveCustomer","COMISARIATO MAGNO SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEFiAAO","stage1","InactiveCustomer","COMPANIA ALIMENTICIA DEL NORTE SA D - stage1 - InactiveCustomer"
"0019000000oGEMmAAO","stage2","ActiveCustomer","COMPANIA EDITORA SUDCALIFORNIANA - stage2 - ActiveCustomer"
"0019000000oGEifAAG","stage3","InactiveCustomer","COMPANIA FERNANDEZ DE MERIDA S.A. - stage3 - InactiveCustomer"
"0019000000oGESCAA4","stage4","ActiveCustomer","COMPANIA MEXICANA DE TRASLADO DE - stage4 - ActiveCustomer"
"0019000000oGEYvAAO","stage5","InactiveCustomer","COMPANIA NEUMATICA DEL OCCIDENTE - stage5 - InactiveCustomer"
"0019000000oGEghAAG","stage6","ActiveCustomer","COMPEAN FABRE MANUEL - stage6 - ActiveCustomer"
"0019000000oGEYwAAO","stage1","InactiveCustomer","COMPUFAX S.A. DE C.V. - stage1 - InactiveCustomer"
"0019000000oGEeuAAG","stage2","ActiveCustomer","COMSERTEL ELECTRONICS SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEgiAAG","stage3","InactiveCustomer","CONECTORES Y MANGUERAS - stage3 - InactiveCustomer"
"0019000000oGEdGAAW","stage4","ActiveCustomer","CONEXIONES Y MANGUERAS INDUSTRIALES - stage4 - ActiveCustomer"
"0019000000oGEO1AAO","stage5","InactiveCustomer","CONSEJO ESTATAL AGROPECUARIO DE - stage5 - InactiveCustomer"
"0019000000oGENlAAO","stage6","ActiveCustomer","CONSORCIO DIPCEN SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEjZAAW","stage1","InactiveCustomer","CONSORCIO INTERAMERICANO DE - stage1 - InactiveCustomer"
"0019000000oGEYxAAO","stage2","ActiveCustomer","CONSTRUCCIONES EGIPCIO DE - stage2 - ActiveCustomer"
"0019000000oGEQhAAO","stage3","InactiveCustomer","CONSTRUCCIONES EN TUBERIA Y PAILERI - stage3 - InactiveCustomer"
"0019000000oGEG8AAO","stage4","ActiveCustomer","CONSTRUCCIONES METALICAS Y PAILERIA GARCAR SA DE C - stage4 - ActiveCustomer"
"0019000000oGEPyAAO","stage5","InactiveCustomer","CONSTRUCTORA GARARE SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEgjAAG","stage6","ActiveCustomer","CONTRERAS LOPEZ ROSALIA - stage6 - ActiveCustomer"
"0019000000oGERiAAO","stage1","InactiveCustomer","COORPORATIVO ALME SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEMnAAO","stage2","ActiveCustomer","COPAMEX CORRUGADOS SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEFjAAO","stage3","InactiveCustomer","COPILOTO SATELITAL SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEgkAAG","stage4","ActiveCustomer","CORPO CITRIK SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEaMAAW","stage5","InactiveCustomer","CORPORACION ASTRAL SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEOoAAO","stage6","ActiveCustomer","CORPORACION EN VITAMINAS SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEfQAAW","stage1","InactiveCustomer","CORPORACION JESA S.A. DE C.V. - stage1 - InactiveCustomer"
"0019000000oGEMoAAO","stage2","ActiveCustomer","CORPORACION SIERRA MADRE SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEFkAAO","stage3","InactiveCustomer","CORPORATIVO ADUANAL RUIZ DIVISION - stage3 - InactiveCustomer"
"0019000000oGETQAA4","stage4","ActiveCustomer","CORPORATIVO ADUANAL RUIZ SC - stage4 - ActiveCustomer"
"0019000000oGEVOAA4","stage5","InactiveCustomer","CORPORATIVO DE MATERIALES S.A. DE C - stage5 - InactiveCustomer"
"0019000000oGEigAAG","stage6","ActiveCustomer","CORPORATIVO JURIDICO VELBAT SC - stage6 - ActiveCustomer"
"0019000000oGEdHAAW","stage1","InactiveCustomer","CORTES GARCIA ALEJANDRO CESAR - stage1 - InactiveCustomer"
"0019000000oGET2AAO","stage2","ActiveCustomer","COSPHERE CONSULTING GROUP S DE RL - stage2 - ActiveCustomer"
"0019000000oGEOpAAO","stage3","InactiveCustomer","COUNTRY CLUB DE CULIACAN SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEdIAAW","stage4","ActiveCustomer","COUOH MAY JORGE EDUARDO - stage4 - ActiveCustomer"
"0019000000oGEW9AAO","stage5","InactiveCustomer","CRAFT INSTRUMENTOS CIENTIFICOS - stage5 - InactiveCustomer"
"0019000000oGENUAA4","stage6","ActiveCustomer","CREACTIV CONSULTORES EN DISENO SA D - stage6 - ActiveCustomer"
"0019000000oGESjAAO","stage1","InactiveCustomer","CRUZ CASTILLO J JESUS - stage1 - InactiveCustomer"
"0019000000oGEQvAAO","stage2","ActiveCustomer","CRUZ MOLINA JOSE DEL CARMEN - stage2 - ActiveCustomer"
"0019000000oGELgAAO","stage3","InactiveCustomer","D NOVO SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEMpAAO","stage4","ActiveCustomer","DAVILA PEREZ FERNANDO - stage4 - ActiveCustomer"
"0019000000oGEWmAAO","stage5","InactiveCustomer","DD GLOBAL S.A. DE C.V. - stage5 - InactiveCustomer"
"0019000000oGEYyAAO","stage6","ActiveCustomer","DE DIOS MARTINEZ VELGICA - stage6 - ActiveCustomer"
"0019000000oGEMqAAO","stage1","InactiveCustomer","DE LA TORRE CARDENAS JUAN MANUEL - stage1 - InactiveCustomer"
"0019000000oGEglAAG","stage2","ActiveCustomer","DE LAS FUENTES MARTINEZ JESUS ALBER - stage2 - ActiveCustomer"
"0019000000oGEgmAAG","stage3","InactiveCustomer","DE LEON PADILLA VICTORIANO - stage3 - InactiveCustomer"
"0019000000oGEVwAAO","stage4","ActiveCustomer","DE LOS CAMPOS MENONITAS DISTRIBUIDO - stage4 - ActiveCustomer"
"0019000000oGEYzAAO","stage5","InactiveCustomer","DECO CONSTRUCCIONES SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEUrAAO","stage6","ActiveCustomer","DELAMAC DE MEXICO S.A. DE C.V. - stage6 - ActiveCustomer"
"0019000000oGEMSAA4","stage1","InactiveCustomer","DELGADO CAMPBELL SANTIAGO ALBERTO - stage1 - InactiveCustomer"
"0019000000oGETvAAO","stage2","ActiveCustomer","DELGADO TORRES LAURA NELLY - stage2 - ActiveCustomer"
"0019000000oGELvAAO","stage3","InactiveCustomer","DELL COMPUTER DE MEXICO  SA - stage3 - InactiveCustomer"
"0019000000oGEevAAG","stage4","ActiveCustomer","DELTA EMPAQUES Y ACCESORIOS INDUSTRIALES SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEbbAAG","stage5","InactiveCustomer","DESARROLLO EMPRESARIAL INTEGRAL - stage5 - InactiveCustomer"
"0019000000oGEfRAAW","stage6","ActiveCustomer","DEX DEL NOROESTE SA DE CV - stage6 - ActiveCustomer"
"0019000000oGERFAA4","stage1","InactiveCustomer","DHANA COSMETICS SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEZ0AAO","stage2","ActiveCustomer","DIACOB SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEiNAAW","stage3","InactiveCustomer","DIGITAL COMPANY MEXICO SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEdJAAW","stage4","ActiveCustomer","DIKEN HERMOSILLO SA DE CV - stage4 - ActiveCustomer"
"0019000000oGERzAAO","stage5","InactiveCustomer","DINAMICA DEL CENTRO SA DE CV - stage5 - InactiveCustomer"
"0019000000oGETwAAO","stage6","ActiveCustomer","DIRCIO ROSAS NANCY YANET - stage6 - ActiveCustomer"
"0019000000oGEWAAA4","stage1","InactiveCustomer","DISGAS SA DE CV - stage1 - InactiveCustomer"
"0019000000oGERTAA4","stage2","ActiveCustomer","DISTRIBUCION DE MADERA SA DE CV - stage2 - ActiveCustomer"
"0019000000oGESDAA4","stage3","InactiveCustomer","DISTRIBUCIONES BIOTECNOLOGICAS SA D - stage3 - InactiveCustomer"
"0019000000oGEawAAG","stage4","ActiveCustomer","DISTRIBUIDOR A MEDICOS Y - stage4 - ActiveCustomer"
"0019000000oGEgnAAG","stage5","InactiveCustomer","DISTRIBUIDORA DE ACERO ONOX DEL BAJ - stage5 - InactiveCustomer"
"0019000000oGEOGAA4","stage6","ActiveCustomer","DISTRIBUIDORA DE ALIMENTOS Y TECNOLOGIA SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEO2AAO","stage1","InactiveCustomer","DISTRIBUIDORA DE COMBUSTIBLES LAGUN - stage1 - InactiveCustomer"
"0019000000oGEfSAAW","stage2","ActiveCustomer","DISTRIBUIDORA DE MAQUINAS Y MUEBLES - stage2 - ActiveCustomer"
"0019000000oGEgoAAG","stage3","InactiveCustomer","DISTRIBUIDORA DE SUMINISTROS GENERA - stage3 - InactiveCustomer"
"0019000000oGEPzAAO","stage4","ActiveCustomer","DISTRIBUIDORA INDUSTRIAL DE BALEROS - stage4 - ActiveCustomer"
"0019000000oGEihAAG","stage5","InactiveCustomer","DISTRIBUIDORA MAYORISTA DE TORNILLO - stage5 - InactiveCustomer"
"0019000000oGEV8AAO","stage6","ActiveCustomer","DISTRIBUIDORA QUIMICA JAG - stage6 - ActiveCustomer"
"0019000000oGEjaAAG","stage1","InactiveCustomer","DISTRIBUIDORA REGIONAL  S.A. De C.V - stage1 - InactiveCustomer"
"0019000000oGEY0AAO","stage2","ActiveCustomer","DISTRIBUIDORA TAMEX ERROR - stage2 - ActiveCustomer"
"0019000000oGEP5AAO","stage3","InactiveCustomer","DOFISCAL EDITORES SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEUZAA4","stage4","ActiveCustomer","DOMINGUEZ CRUZ FERNANDO - stage4 - ActiveCustomer"
"0019000000oGEdKAAW","stage5","InactiveCustomer","DONOSTI COMERCIAL S.A. DE C.V. - stage5 - InactiveCustomer"
"0019000000oGEFlAAO","stage6","ActiveCustomer","DORADO RUELAS ANABEL - stage6 - ActiveCustomer"
"0019000000oGEVPAA4","stage1","InactiveCustomer","DOW QUIMICA MEXICANA SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEGRAA4","stage2","ActiveCustomer","DUNE CABLES S DE RL CV - stage2 - ActiveCustomer"
"0019000000oGEgpAAG","stage3","InactiveCustomer","DURAN LIZARRAGA ROMEL ALBERTO - stage3 - InactiveCustomer"
"0019000000oGEjbAAG","stage4","ActiveCustomer","DUST LINK SA DE CV - stage4 - ActiveCustomer"
"0019000000oGERjAAO","stage5","InactiveCustomer","EASY COOL TRANSPORT SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEgqAAG","stage6","ActiveCustomer","ECHEVERRIA CAMPOS PAULINO AROLDO - stage6 - ActiveCustomer"
"0019000000oGEQwAAO","stage1","InactiveCustomer","ECOCAMIONES DEL NOROESTE SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEOHAA4","stage2","ActiveCustomer","ECOLOGIA EN TRATAMIENTOS DE - stage2 - ActiveCustomer"
"0019000000oGEgrAAG","stage3","InactiveCustomer","ECOLOGIA Y MOVIMIENTO SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEZ1AAO","stage4","ActiveCustomer","EDICIONES FISCALES ISEF SA - stage4 - ActiveCustomer"
"0019000000oGEdLAAW","stage5","InactiveCustomer","EDITORIAL ARMONIA SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEdMAAW","stage6","ActiveCustomer","EDM DE MEXICO SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEUOAA4","stage1","InactiveCustomer","EFICIENCIA PLUS SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEFmAAO","stage2","ActiveCustomer","EFIVET S.A. DE C.V. - stage2 - ActiveCustomer"
"0019000000oGEdNAAW","stage3","InactiveCustomer","EL CLAVO FERRETERIA SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEQ0AAO","stage4","ActiveCustomer","EL NIPLITO DEL SURESTE SA. DE CV. - stage4 - ActiveCustomer"
"0019000000oGEiiAAG","stage5","InactiveCustomer","EL UNIVERSAL COMPANIA PERIODISTICA - stage5 - InactiveCustomer"
"0019000000oGEG9AAO","stage6","ActiveCustomer","ELECTRICA A-B SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEWnAAO","stage1","InactiveCustomer","ELECTRONICA ABRAHAM SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEfDAAW","stage2","ActiveCustomer","EMBOTELLADORA TROPICAL S.A. DE C.V - stage2 - ActiveCustomer"
"0019000000oGEjCAAW","stage3","InactiveCustomer","EMPACADORA DE CARNES UNIDAD GANADER - stage3 - InactiveCustomer"
"0019000000oGEZ2AAO","stage4","ActiveCustomer","EMPACADORA Y DISTRIBUIDORA DE CARNE - stage4 - ActiveCustomer"
"0019000000oGEXiAAO","stage5","InactiveCustomer","EMPACADORA Y PROCESADORA DE MONTERR - stage5 - InactiveCustomer"
"0019000000oGEbcAAG","stage6","ActiveCustomer","EMPAQUES ESPECIALIADOS MITRAS SA DE - stage6 - ActiveCustomer"
"0019000000oGEObAAO","stage1","InactiveCustomer","EMPRESAS BENGON SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEWoAAO","stage2","ActiveCustomer","ENERGIA ELECTRICA SA DE CV - stage2 - ActiveCustomer"
"0019000000oGESkAAO","stage3","InactiveCustomer","ENLACES NACIONALES DE AGRONEGOCIOS - stage3 - InactiveCustomer"
"0019000000oGEaNAAW","stage4","ActiveCustomer","EQUIPO Y MAQUINARIA ARDI SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEZ3AAO","stage5","InactiveCustomer","EQUIPOS Y COMPLEMENTOS AGROPECUA- - stage5 - InactiveCustomer"
"0019000000oGESEAA4","stage6","ActiveCustomer","EQUIPOS Y TRACTORES DEL BAJIO - stage6 - ActiveCustomer"
