Account,Name,Date,InstanceId,InstanceName,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
CARROLLTON FARMERS ELEVATOR CO,INSTANCELEVEL,-18,Instance 2,CARROLLTON FARMERS ELEVATOR CO - Instance 2,8739,10213,7887,6309,413,1078,498,1541,2254
L and P Financial Services Co,INSTANCELEVEL,-18,Instance 2,L and P Financial Services Co - Instance 2,11298,3807,2951,10567,540,1073,218,1343,1735
Ingenieria y Maquinaria de Guadalupe SA de CV,INSTANCELEVEL,-18,Instance 2,Ingenieria y Maquinaria de Guadalupe SA de CV - Instance 2,2316,703,9325,7163,732,974,162,1093,2388
CATMADER SL,INSTANCELEVEL,-18,Instance 2,CATMADER SL - Instance 2,7014,8981,3259,3969,749,605,112,1597,1657
Tekno Inc,INSTANCELEVEL,-18,Instance 2,Tekno Inc - Instance 2,10242,8192,8464,3458,460,1078,161,1807,2246
LUIS MANUEL REYES VAZQUEZ,INSTANCELEVEL,-18,Instance 2,LUIS MANUEL REYES VAZQUEZ - Instance 2,11199,7161,7628,4995,717,875,372,1066,2434
COMPUESPECIALISTAS DE SONORA SA DE CV,INSTANCELEVEL,-18,Instance 2,COMPUESPECIALISTAS DE SONORA SA DE CV - Instance 2,2797,3763,11117,111,604,652,136,1563,1880
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-18,Instance 2,CRIBAS Y ARRENDAMIENTOS SA DE CV - Instance 2,4647,2636,3478,3950,745,911,138,1206,2071
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,INSTANCELEVEL,-18,Instance 2,PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV - Instance 2,5655,9297,10930,4500,512,741,63,1837,2130
COMERGALV SA DE CV,INSTANCELEVEL,-18,Instance 2,COMERGALV SA DE CV - Instance 2,7655,5262,8190,7615,446,648,130,1807,1986
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,INSTANCELEVEL,-18,Instance 2,FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV - Instance 2,11783,10701,1293,5759,520,763,71,1931,1663
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,INSTANCELEVEL,-18,Instance 2,ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S - Instance 2,6541,6674,4564,2835,373,1005,277,1973,1615
Pintura Estampado y Montaje Sapi de CV,INSTANCELEVEL,-18,Instance 2,Pintura Estampado y Montaje Sapi de CV - Instance 2,11332,9319,1199,3272,534,991,204,1985,2007
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,INSTANCELEVEL,-18,Instance 2,PROD Y DIS VER FRESCAS GUIJOSA SC RL CV - Instance 2,1995,5356,5468,5556,395,716,118,1696,1873
TERENTRO SA DE CV,INSTANCELEVEL,-18,Instance 2,TERENTRO SA DE CV - Instance 2,7128,970,10273,2307,415,688,143,1348,1593
FUNTASTIC LIMITED,INSTANCELEVEL,-18,Instance 2,FUNTASTIC LIMITED - Instance 2,11329,6152,4464,3859,689,663,45,1783,2497
DeeTag USA,INSTANCELEVEL,-18,Instance 2,DeeTag USA - Instance 2,717,1123,8888,573,779,785,485,1569,1856
Lakeland Village,INSTANCELEVEL,-18,Instance 2,Lakeland Village - Instance 2,7511,6204,4686,6254,789,799,145,1568,1601
CHAOAN SWEET BEST FOOD CO LTD,INSTANCELEVEL,-18,Instance 2,CHAOAN SWEET BEST FOOD CO LTD - Instance 2,1352,9181,489,180,587,788,379,1759,1568
Cadbury Beverages Div Cadbury,INSTANCELEVEL,-18,Instance 2,Cadbury Beverages Div Cadbury - Instance 2,11082,965,669,7902,535,655,70,1525,2441
Do not Use1,INSTANCELEVEL,-18,Instance 2,Do not Use1 - Instance 2,1979,3818,1950,9240,355,735,64,1014,2026
Oil Chem Research Corp,INSTANCELEVEL,-18,Instance 2,Oil Chem Research Corp - Instance 2,9888,7968,3899,9686,469,920,185,1722,1588
LICK ELEVATOR,INSTANCELEVEL,-18,Instance 2,LICK ELEVATOR - Instance 2,10952,3627,2975,7378,359,847,35,1329,1531
Quanex Screens LLC,INSTANCELEVEL,-18,Instance 2,Quanex Screens LLC - Instance 2,691,513,951,9852,543,734,26,1899,2472
A and T unlimit Limited,INSTANCELEVEL,-19,Instance 1,A and T unlimit Limited - Instance 1,9215,7143,9162,10419,653,828,17,1887,2118
Sienna Gold Ltd,INSTANCELEVEL,-19,Instance 1,Sienna Gold Ltd - Instance 1,10293,4458,11912,10512,650,992,394,1820,1986
COLD EXPRESS SA DE CV,INSTANCELEVEL,-19,Instance 1,COLD EXPRESS SA DE CV - Instance 1,5005,5511,1497,4620,686,984,61,1925,2115
Murex N.A. Ltd,INSTANCELEVEL,-19,Instance 1,Murex N.A. Ltd - Instance 1,11829,1627,1367,6182,321,956,36,1239,1570
Via Systems,INSTANCELEVEL,-19,Instance 1,Via Systems - Instance 1,9611,11303,2401,10221,558,1097,300,1171,2117
DAKTEL COMUNICACIONES SA DE CV,INSTANCELEVEL,-19,Instance 1,DAKTEL COMUNICACIONES SA DE CV - Instance 1,11770,11148,11502,3565,626,798,415,1592,2418
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,INSTANCELEVEL,-19,Instance 1,DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE - Instance 1,794,8645,6973,10872,664,1047,488,1023,1952
OBED GERARDO ARELLANO GUTIERREZ,INSTANCELEVEL,-19,Instance 1,OBED GERARDO ARELLANO GUTIERREZ - Instance 1,6405,11967,1394,3962,470,621,116,1992,1789
REFRIGERACION COMER AGROPECU,INSTANCELEVEL,-19,Instance 1,REFRIGERACION COMER AGROPECU - Instance 1,8197,1918,3755,4730,325,1028,436,1753,1979
Anunay Fab Ltd,INSTANCELEVEL,-19,Instance 1,Anunay Fab Ltd - Instance 1,7734,5126,9791,11925,480,869,261,1670,1663
SUPER URECOAT INDUSTRIES,INSTANCELEVEL,-19,Instance 1,SUPER URECOAT INDUSTRIES - Instance 1,3624,3625,4793,11784,704,826,172,1110,2282
Jadow B & Sons Inc,INSTANCELEVEL,-19,Instance 1,Jadow B & Sons Inc - Instance 1,2597,7333,10931,7380,355,719,57,1261,2257
Republic of Nauru Phosphate (RONPHOS) Corporation,INSTANCELEVEL,-19,Instance 1,Republic of Nauru Phosphate (RONPHOS) Corporation - Instance 1,1673,6300,9265,3108,752,1019,338,1685,1761
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,INSTANCELEVEL,-19,Instance 1,CARHLUC CARROCERIAS Y REMOLQUES SA DE CV - Instance 1,2724,11874,36,2629,513,664,180,1505,1923
Alltech Automotive LLC,INSTANCELEVEL,-19,Instance 1,Alltech Automotive LLC - Instance 1,8820,3231,9135,10209,611,1099,277,1117,1898
DALE VALOR A MEXICO SC,INSTANCELEVEL,-19,Instance 1,DALE VALOR A MEXICO SC - Instance 1,5433,11156,3643,11939,333,656,313,1717,2358
SPIN MASTER MEXICO SA DE CV,INSTANCELEVEL,-19,Instance 1,SPIN MASTER MEXICO SA DE CV - Instance 1,10317,2431,1780,4375,414,847,330,1821,1696
ATTEBURY GRAIN,INSTANCELEVEL,-19,Instance 1,ATTEBURY GRAIN - Instance 1,336,11576,345,6018,414,746,414,1845,2498
Vicor,INSTANCELEVEL,-19,Instance 1,Vicor - Instance 1,10718,7501,1180,2578,335,787,144,1233,1913
Baja Inc,INSTANCELEVEL,-19,Instance 1,Baja Inc - Instance 1,7509,2904,5299,4854,494,809,1,1290,1506
National Assn of Printing Ink,INSTANCELEVEL,-19,Instance 1,National Assn of Printing Ink - Instance 1,9507,6811,3817,5859,727,671,470,1605,1553
MA PATRICIA ROSALES HERNANDEZ,INSTANCELEVEL,-19,Instance 1,MA PATRICIA ROSALES HERNANDEZ - Instance 1,2999,7327,2631,6401,517,677,352,1202,1908
EVERTIS DE MEXICO SA DE CV,INSTANCELEVEL,-19,Instance 1,EVERTIS DE MEXICO SA DE CV - Instance 1,5489,11750,11985,2066,472,684,103,1585,2019
GENERAL DE CERAMICA S A DE C V,INSTANCELEVEL,-19,Instance 1,GENERAL DE CERAMICA S A DE C V - Instance 1,4533,2328,4582,4633,406,670,312,1542,1864
GRUPO VACTREK SA DE CV,INSTANCELEVEL,-19,Instance 1,GRUPO VACTREK SA DE CV - Instance 1,2705,9427,6477,9207,386,940,485,1387,2186
JUAN ANGEL FLORES AGUIRRE,INSTANCELEVEL,-19,Instance 1,JUAN ANGEL FLORES AGUIRRE - Instance 1,469,7123,6671,5203,320,622,30,1528,2087
Triumph Tool NC Inc,INSTANCELEVEL,-19,Instance 1,Triumph Tool NC Inc - Instance 1,10534,5163,10068,1929,785,844,253,1330,1664
Darta NV,INSTANCELEVEL,-19,Instance 1,Darta NV - Instance 1,3910,6150,11680,9418,784,705,38,1065,1979
COTY UK LTD,INSTANCELEVEL,-19,Instance 1,COTY UK LTD - Instance 1,9233,11461,51,231,378,1053,272,1541,1654
Deal Partners Limited,INSTANCELEVEL,-19,Instance 1,Deal Partners Limited - Instance 1,11632,5602,9371,7001,324,821,166,1613,1598
IRISA ADHESIVES CORPORATION SA DE CV,INSTANCELEVEL,-19,Instance 1,IRISA ADHESIVES CORPORATION SA DE CV - Instance 1,11149,3923,4133,6945,610,1015,134,1318,2122
BOESDORFER & BOESDORFER INC,INSTANCELEVEL,-19,Instance 1,BOESDORFER & BOESDORFER INC - Instance 1,4360,6582,2672,7946,609,605,100,1661,2282
GKN Sinter Metals,INSTANCELEVEL,-19,Instance 1,GKN Sinter Metals - Instance 1,1620,2609,9101,10881,489,820,397,1147,1636
AGENCE PRESSE,INSTANCELEVEL,-19,Instance 1,AGENCE PRESSE - Instance 1,10243,8020,962,2611,476,993,233,1556,2018
Vesco Foods Pty Ltd,INSTANCELEVEL,-19,Instance 1,Vesco Foods Pty Ltd - Instance 1,11166,4539,9862,3646,490,725,235,1598,1894
AUREA SOFTWARE INC,INSTANCELEVEL,-19,Instance 1,AUREA SOFTWARE INC - Instance 1,3727,8600,6662,5265,494,870,182,1213,1969
Ocean Sports Wear,INSTANCELEVEL,-19,Instance 1,Ocean Sports Wear - Instance 1,2338,5039,9262,1959,628,892,376,1265,2445
NOVA INSTRUMENTS SERVICE SA DE CV,INSTANCELEVEL,-19,Instance 1,NOVA INSTRUMENTS SERVICE SA DE CV - Instance 1,5751,10112,2449,11432,762,994,276,1559,1581
RAUL MORALES RAMIREZ,INSTANCELEVEL,-19,Instance 1,RAUL MORALES RAMIREZ - Instance 1,10998,6110,5120,8111,397,603,479,1505,2336
STANLEY BOSTITCH SA DE CV,INSTANCELEVEL,-19,Instance 1,STANLEY BOSTITCH SA DE CV - Instance 1,2155,10965,4609,1478,766,815,411,1359,1835
UNIFOODS SA DE CV,INSTANCELEVEL,-19,Instance 1,UNIFOODS SA DE CV - Instance 1,512,8873,2401,6741,732,783,396,1089,1932
TOMAS MARTINEZ PATLAN,INSTANCELEVEL,-19,Instance 1,TOMAS MARTINEZ PATLAN - Instance 1,3889,4095,4992,11423,704,839,277,1159,1736
JARDINS DE NORTENE,INSTANCELEVEL,-19,Instance 1,JARDINS DE NORTENE - Instance 1,9978,1168,3958,9848,761,986,218,1033,1680
Terry Store age spa,INSTANCELEVEL,-19,Instance 1,Terry Store age spa - Instance 1,6295,4960,9513,9781,677,632,338,1622,2475
Goldie Marketing Pty Ltd,INSTANCELEVEL,-19,Instance 1,Goldie Marketing Pty Ltd - Instance 1,399,8007,10395,410,337,794,206,1499,2258
ST. CLAIR SERVICE,INSTANCELEVEL,-19,Instance 1,ST. CLAIR SERVICE - Instance 1,741,5264,8771,10348,442,1074,493,1197,1509
Scottish Shellfish Marketing Group Ltd,INSTANCELEVEL,-19,Instance 1,Scottish Shellfish Marketing Group Ltd - Instance 1,4661,3754,11385,728,721,886,218,1491,1921
CARNES KM SA DE CV,INSTANCELEVEL,-19,Instance 1,CARNES KM SA DE CV - Instance 1,8272,5071,3470,6148,318,739,169,1230,2166
COMERCIALIZADORA UNICOR SA DE CV,INSTANCELEVEL,-19,Instance 1,COMERCIALIZADORA UNICOR SA DE CV - Instance 1,2954,854,2284,8018,783,632,423,1761,1819
COMNET SA DE CV,INSTANCELEVEL,-19,Instance 1,COMNET SA DE CV - Instance 1,2375,1224,5739,498,517,906,195,1230,1956
DISTRIB Y COMERC KOWALSKY SA DE CV,INSTANCELEVEL,-19,Instance 1,DISTRIB Y COMERC KOWALSKY SA DE CV - Instance 1,6599,9094,115,1074,784,917,115,1128,2162
FRUITCORP SA DE CV,INSTANCELEVEL,-19,Instance 1,FRUITCORP SA DE CV - Instance 1,5582,4297,4670,1848,540,882,38,1880,1863
ORIGINALES THELVA SA DE CV,INSTANCELEVEL,-19,Instance 1,ORIGINALES THELVA SA DE CV - Instance 1,9709,9266,10006,8382,570,899,119,1527,1669
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,INSTANCELEVEL,-19,Instance 1,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - Instance 1,1475,3239,2100,10250,537,632,292,1658,1571
COMERCIALIZADORA RIMATOM SA de CV,INSTANCELEVEL,-19,Instance 1,COMERCIALIZADORA RIMATOM SA de CV - Instance 1,11705,4998,10207,9498,453,603,206,1276,2128
K & S Contractors Supply Co,INSTANCELEVEL,-19,Instance 1,K & S Contractors Supply Co - Instance 1,171,6221,10034,4136,747,961,55,1836,1605
Tioga Hardwoods Inc,INSTANCELEVEL,-19,Instance 1,Tioga Hardwoods Inc - Instance 1,2606,7051,1305,10056,579,605,80,1283,2098
GHCL Limited,INSTANCELEVEL,-19,Instance 1,GHCL Limited - Instance 1,5102,5589,10881,7231,426,784,102,1414,1922
Motion Industries Inc.,INSTANCELEVEL,-19,Instance 1,Motion Industries Inc. - Instance 1,1046,3740,3091,4930,562,1022,368,1916,1579
SUKETU ORGANICS PRIVATE LIMITED,INSTANCELEVEL,-19,Instance 1,SUKETU ORGANICS PRIVATE LIMITED - Instance 1,943,8066,10064,3033,652,865,30,1477,2402
Quantum Foods,INSTANCELEVEL,-19,Instance 1,Quantum Foods - Instance 1,2219,9696,3297,5043,462,894,448,1898,2302
Family Magazine,INSTANCELEVEL,-19,Instance 1,Family Magazine - Instance 1,7759,7623,3171,4937,759,829,29,1857,2056
PROGRESSIVE AG PARTNERS,INSTANCELEVEL,-19,Instance 1,PROGRESSIVE AG PARTNERS - Instance 1,4057,1268,3834,1901,547,769,139,1526,1615
Innovative Laser Inc,INSTANCELEVEL,-19,Instance 1,Innovative Laser Inc - Instance 1,182,7118,8778,11561,417,770,244,1465,2341
Addis Housewares Ltd,INSTANCELEVEL,-19,Instance 1,Addis Housewares Ltd - Instance 1,6590,2294,7987,5106,543,761,129,1825,2244
SIGMADIS BRIGNAIS,INSTANCELEVEL,-19,Instance 1,SIGMADIS BRIGNAIS - Instance 1,3940,2233,10253,6094,638,1006,454,1856,2446
APLNG,INSTANCELEVEL,-19,Instance 1,APLNG - Instance 1,1490,6877,7598,5654,348,1006,423,1158,2265
Quince Hungary Kft,INSTANCELEVEL,-19,Instance 1,Quince Hungary Kft - Instance 1,1530,9610,7212,1973,611,1060,205,1744,2360
Jandel Scientific Inc.,INSTANCELEVEL,-19,Instance 1,Jandel Scientific Inc. - Instance 1,4273,3630,11295,7452,796,1025,116,1549,1717
Viking Tool & Steel,INSTANCELEVEL,-19,Instance 1,Viking Tool & Steel - Instance 1,6775,8766,5228,4813,349,933,442,1667,1735
HIELO Y REFRIGERACION DE CABORCA SA DE CV,INSTANCELEVEL,-19,Instance 1,HIELO Y REFRIGERACION DE CABORCA SA DE CV - Instance 1,10340,885,6369,10973,315,1065,36,1751,2231
MAPE USA,INSTANCELEVEL,-19,Instance 1,MAPE USA - Instance 1,1171,1038,9428,6079,458,940,16,1830,2475
CONSORCIO DE ALIM DEL CARIBE SA DE CV,INSTANCELEVEL,-19,Instance 1,CONSORCIO DE ALIM DEL CARIBE SA DE CV - Instance 1,4551,1912,5678,1490,621,714,245,1403,2233
PRODUCCIONES AGRICOLA DE TABASCO SA CV,INSTANCELEVEL,-19,Instance 1,PRODUCCIONES AGRICOLA DE TABASCO SA CV - Instance 1,8919,5350,5479,7041,313,795,0,1687,1641
RICARDO ALEJANDRO DE LEON PEDROZA,INSTANCELEVEL,-19,Instance 1,RICARDO ALEJANDRO DE LEON PEDROZA - Instance 1,8730,9136,10444,3634,365,605,2,1367,1778
M&M SERVICE CO,INSTANCELEVEL,-19,Instance 1,M&M SERVICE CO - Instance 1,2775,1129,5010,3698,381,1066,213,1616,1878
CARROLLTON FARMERS ELEVATOR CO,INSTANCELEVEL,-19,Instance 1,CARROLLTON FARMERS ELEVATOR CO - Instance 1,11611,2898,6196,2634,386,740,407,1351,1566
L and P Financial Services Co,INSTANCELEVEL,-19,Instance 1,L and P Financial Services Co - Instance 1,259,4637,5608,7385,791,650,499,1293,1806
Ingenieria y Maquinaria de Guadalupe SA de CV,INSTANCELEVEL,-19,Instance 1,Ingenieria y Maquinaria de Guadalupe SA de CV - Instance 1,8951,4621,9163,4200,632,912,495,1739,1962
CATMADER SL,INSTANCELEVEL,-19,Instance 1,CATMADER SL - Instance 1,4004,4798,2241,9344,626,1058,265,1580,2291
Tekno Inc,INSTANCELEVEL,-19,Instance 1,Tekno Inc - Instance 1,6592,4048,7825,2142,758,927,164,1363,2327
LUIS MANUEL REYES VAZQUEZ,INSTANCELEVEL,-19,Instance 1,LUIS MANUEL REYES VAZQUEZ - Instance 1,4286,11442,5621,355,599,657,315,1560,1536
COMPUESPECIALISTAS DE SONORA SA DE CV,INSTANCELEVEL,-19,Instance 1,COMPUESPECIALISTAS DE SONORA SA DE CV - Instance 1,6187,11525,10611,11218,333,954,445,1634,1917
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-19,Instance 1,CRIBAS Y ARRENDAMIENTOS SA DE CV - Instance 1,10837,8134,8670,3028,715,1055,271,2000,1818
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,INSTANCELEVEL,-19,Instance 1,PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV - Instance 1,3883,9150,9648,9812,443,655,82,1680,2304
COMERGALV SA DE CV,INSTANCELEVEL,-19,Instance 1,COMERGALV SA DE CV - Instance 1,9690,1705,4331,3917,303,1086,232,1994,2095
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,INSTANCELEVEL,-19,Instance 1,FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV - Instance 1,11576,3877,7496,1858,411,1030,45,1609,1598
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,INSTANCELEVEL,-19,Instance 1,ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S - Instance 1,11714,8450,11590,7231,797,632,27,1365,1683
Pintura Estampado y Montaje Sapi de CV,INSTANCELEVEL,-19,Instance 1,Pintura Estampado y Montaje Sapi de CV - Instance 1,9435,5076,11088,11540,653,682,239,1278,1723
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,INSTANCELEVEL,-19,Instance 1,PROD Y DIS VER FRESCAS GUIJOSA SC RL CV - Instance 1,11850,10627,8417,11887,712,997,233,1628,2278
TERENTRO SA DE CV,INSTANCELEVEL,-19,Instance 1,TERENTRO SA DE CV - Instance 1,11051,8332,6973,2266,680,1004,488,1679,1747
FUNTASTIC LIMITED,INSTANCELEVEL,-19,Instance 1,FUNTASTIC LIMITED - Instance 1,6517,9421,6674,9346,682,949,389,1303,1568
DeeTag USA,INSTANCELEVEL,-19,Instance 1,DeeTag USA - Instance 1,11240,9845,4215,6924,695,986,383,1218,2015
Lakeland Village,INSTANCELEVEL,-19,Instance 1,Lakeland Village - Instance 1,2609,5571,9017,6106,452,728,192,1128,2371
CHAOAN SWEET BEST FOOD CO LTD,INSTANCELEVEL,-19,Instance 1,CHAOAN SWEET BEST FOOD CO LTD - Instance 1,7051,10032,1976,10442,732,882,256,1105,2149
Cadbury Beverages Div Cadbury,INSTANCELEVEL,-19,Instance 1,Cadbury Beverages Div Cadbury - Instance 1,446,5835,8907,5532,520,827,391,1015,1761
Do not Use1,INSTANCELEVEL,-19,Instance 1,Do not Use1 - Instance 1,11144,4665,1283,6505,586,827,297,1043,1793
Oil Chem Research Corp,INSTANCELEVEL,-19,Instance 1,Oil Chem Research Corp - Instance 1,527,1394,10772,6700,452,1052,115,1631,2198
LICK ELEVATOR,INSTANCELEVEL,-19,Instance 1,LICK ELEVATOR - Instance 1,5558,351,10884,8876,789,671,189,1877,1823
Quanex Screens LLC,INSTANCELEVEL,-19,Instance 1,Quanex Screens LLC - Instance 1,442,3058,6725,3876,452,893,207,1164,1521
A and T unlimit Limited,INSTANCELEVEL,-19,Instance 2,A and T unlimit Limited - Instance 2,9859,5854,5466,2136,770,953,134,1602,1518
Sienna Gold Ltd,INSTANCELEVEL,-19,Instance 2,Sienna Gold Ltd - Instance 2,5284,3434,2025,9938,361,882,285,1568,2356
COLD EXPRESS SA DE CV,INSTANCELEVEL,-19,Instance 2,COLD EXPRESS SA DE CV - Instance 2,5492,11752,776,1532,682,773,11,1968,2180
Murex N.A. Ltd,INSTANCELEVEL,-19,Instance 2,Murex N.A. Ltd - Instance 2,2648,9958,4539,6471,695,754,17,1483,2074
Via Systems,INSTANCELEVEL,-19,Instance 2,Via Systems - Instance 2,2859,1464,5452,8266,390,776,275,1329,1509
DAKTEL COMUNICACIONES SA DE CV,INSTANCELEVEL,-19,Instance 2,DAKTEL COMUNICACIONES SA DE CV - Instance 2,1925,5691,7068,7753,407,1091,254,1427,2485
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,INSTANCELEVEL,-19,Instance 2,DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE - Instance 2,6040,7547,882,10552,529,721,345,1446,1543
OBED GERARDO ARELLANO GUTIERREZ,INSTANCELEVEL,-19,Instance 2,OBED GERARDO ARELLANO GUTIERREZ - Instance 2,8736,3759,6738,11074,429,1051,111,1691,1750
REFRIGERACION COMER AGROPECU,INSTANCELEVEL,-19,Instance 2,REFRIGERACION COMER AGROPECU - Instance 2,8224,492,2099,5552,336,685,264,1300,1878
Anunay Fab Ltd,INSTANCELEVEL,-19,Instance 2,Anunay Fab Ltd - Instance 2,7858,3111,9179,8312,373,1012,483,1072,2420
SUPER URECOAT INDUSTRIES,INSTANCELEVEL,-19,Instance 2,SUPER URECOAT INDUSTRIES - Instance 2,2732,7192,3424,5195,487,829,399,1254,1686
Jadow B & Sons Inc,INSTANCELEVEL,-19,Instance 2,Jadow B & Sons Inc - Instance 2,11213,10794,557,9057,790,681,290,1834,1681
Republic of Nauru Phosphate (RONPHOS) Corporation,INSTANCELEVEL,-19,Instance 2,Republic of Nauru Phosphate (RONPHOS) Corporation - Instance 2,11732,1562,9141,2689,508,602,158,1075,2116
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,INSTANCELEVEL,-19,Instance 2,CARHLUC CARROCERIAS Y REMOLQUES SA DE CV - Instance 2,1181,5034,6431,6515,726,754,117,1387,2483
Alltech Automotive LLC,INSTANCELEVEL,-19,Instance 2,Alltech Automotive LLC - Instance 2,670,2007,175,4339,536,878,88,1419,1872
DALE VALOR A MEXICO SC,INSTANCELEVEL,-19,Instance 2,DALE VALOR A MEXICO SC - Instance 2,9780,1300,55,8257,564,977,495,1825,1788
SPIN MASTER MEXICO SA DE CV,INSTANCELEVEL,-19,Instance 2,SPIN MASTER MEXICO SA DE CV - Instance 2,10414,7573,9413,2612,533,874,125,1330,2190
ATTEBURY GRAIN,INSTANCELEVEL,-19,Instance 2,ATTEBURY GRAIN - Instance 2,2940,11566,7015,5496,326,829,432,1781,2303
Vicor,INSTANCELEVEL,-19,Instance 2,Vicor - Instance 2,9410,6941,1167,1183,667,888,478,1697,1799
Baja Inc,INSTANCELEVEL,-19,Instance 2,Baja Inc - Instance 2,11980,4114,8552,6393,397,1030,81,1334,2176
National Assn of Printing Ink,INSTANCELEVEL,-19,Instance 2,National Assn of Printing Ink - Instance 2,6899,11854,9493,1878,733,917,208,1694,2151
MA PATRICIA ROSALES HERNANDEZ,INSTANCELEVEL,-19,Instance 2,MA PATRICIA ROSALES HERNANDEZ - Instance 2,848,1221,4093,10585,560,714,263,1654,1772
EVERTIS DE MEXICO SA DE CV,INSTANCELEVEL,-19,Instance 2,EVERTIS DE MEXICO SA DE CV - Instance 2,4404,9833,2235,6631,665,658,345,1143,1905
GENERAL DE CERAMICA S A DE C V,INSTANCELEVEL,-19,Instance 2,GENERAL DE CERAMICA S A DE C V - Instance 2,5577,2898,72,7546,771,1033,447,1148,1619
GRUPO VACTREK SA DE CV,INSTANCELEVEL,-19,Instance 2,GRUPO VACTREK SA DE CV - Instance 2,3687,9197,9701,11775,558,963,459,1716,1723
JUAN ANGEL FLORES AGUIRRE,INSTANCELEVEL,-19,Instance 2,JUAN ANGEL FLORES AGUIRRE - Instance 2,9861,241,2010,139,525,1091,128,1948,2435
Triumph Tool NC Inc,INSTANCELEVEL,-19,Instance 2,Triumph Tool NC Inc - Instance 2,1309,10921,10175,3755,653,762,241,1256,2476
Darta NV,INSTANCELEVEL,-19,Instance 2,Darta NV - Instance 2,2357,5031,2929,8886,440,760,243,1295,2478
COTY UK LTD,INSTANCELEVEL,-19,Instance 2,COTY UK LTD - Instance 2,8782,8313,11175,10738,345,645,315,1877,1820
Deal Partners Limited,INSTANCELEVEL,-19,Instance 2,Deal Partners Limited - Instance 2,4581,4342,8785,2381,666,1100,439,1636,2136
IRISA ADHESIVES CORPORATION SA DE CV,INSTANCELEVEL,-19,Instance 2,IRISA ADHESIVES CORPORATION SA DE CV - Instance 2,1214,6818,8328,642,760,819,373,1940,1840
BOESDORFER & BOESDORFER INC,INSTANCELEVEL,-19,Instance 2,BOESDORFER & BOESDORFER INC - Instance 2,8056,4494,1033,6448,706,1021,198,1016,2027
GKN Sinter Metals,INSTANCELEVEL,-19,Instance 2,GKN Sinter Metals - Instance 2,3649,4319,694,3369,780,925,26,1549,1655
AGENCE PRESSE,INSTANCELEVEL,-19,Instance 2,AGENCE PRESSE - Instance 2,1082,4894,895,10284,673,1087,351,1132,2111
Vesco Foods Pty Ltd,INSTANCELEVEL,-19,Instance 2,Vesco Foods Pty Ltd - Instance 2,877,8137,9596,1807,518,701,116,1000,1798
AUREA SOFTWARE INC,INSTANCELEVEL,-19,Instance 2,AUREA SOFTWARE INC - Instance 2,4133,4831,8078,9357,476,620,87,1390,1902
Ocean Sports Wear,INSTANCELEVEL,-19,Instance 2,Ocean Sports Wear - Instance 2,6543,6752,5664,399,674,656,393,1679,2272
NOVA INSTRUMENTS SERVICE SA DE CV,INSTANCELEVEL,-19,Instance 2,NOVA INSTRUMENTS SERVICE SA DE CV - Instance 2,7329,7041,974,10020,697,677,429,1760,2127
RAUL MORALES RAMIREZ,INSTANCELEVEL,-19,Instance 2,RAUL MORALES RAMIREZ - Instance 2,5216,981,10113,263,471,628,474,1195,1822
STANLEY BOSTITCH SA DE CV,INSTANCELEVEL,-19,Instance 2,STANLEY BOSTITCH SA DE CV - Instance 2,3856,4255,4312,7237,472,921,252,1022,1996
UNIFOODS SA DE CV,INSTANCELEVEL,-19,Instance 2,UNIFOODS SA DE CV - Instance 2,6150,8731,4839,653,449,634,274,1375,1969
TOMAS MARTINEZ PATLAN,INSTANCELEVEL,-19,Instance 2,TOMAS MARTINEZ PATLAN - Instance 2,10550,11842,10936,3885,478,759,163,1892,2420
JARDINS DE NORTENE,INSTANCELEVEL,-19,Instance 2,JARDINS DE NORTENE - Instance 2,7294,4464,1310,582,525,1098,465,1058,2406
